Season,Team,Goals,xG,Venue,Efficiency
2018-2019,Crystal Palace,2.0,2.7,Home,-0.7000000000000002
2018-2019,Crystal Palace,1.0,0.4,Home,0.6
2018-2019,Crystal Palace,0.0,0.3,Home,-0.3
2018-2019,Crystal Palace,5.0,2.8,Home,2.2
2018-2019,Crystal Palace,2.0,1.0,Away,1.0
2018-2019,Crystal Palace,1.0,1.0,Away,0.0
2018-2019,Crystal Palace,1.0,0.7,Away,0.30000000000000004
2018-2019,Crystal Palace,1.0,0.4,Away,0.6
2018-2019,Crystal Palace,0.0,1.3,Away,-1.3
2018-2019,Crystal Palace,1.0,0.4,Away,0.6
2018-2019,Crystal Palace,0.0,1.2,Away,-1.2
2018-2019,Crystal Palace,1.0,1.7,Away,-0.7
2018-2019,Crystal Palace,2.0,0.7,Away,1.3
2018-2019,Crystal Palace,3.0,0.9,Away,2.1
2018-2019,Crystal Palace,2.0,1.9,Away,0.10000000000000009
2018-2019,Crystal Palace,3.0,0.7,Away,2.3
2018-2019,Crystal Palace,1.0,1.1,Away,-0.10000000000000009
2018-2019,Crystal Palace,4.0,1.7,Away,2.3
2018-2019,Crystal Palace,3.0,0.5,Away,2.5
2018-2019,Crystal Palace,0.0,0.3,Away,-0.3
2018-2019,Crystal Palace,1.0,0.9,Away,0.09999999999999998
2018-2019,Crystal Palace,3.0,1.6,Away,1.4
2018-2019,Crystal Palace,3.0,1.6,Away,1.4
2018-2019,Eibar,1.0,1.3,Home,-0.30000000000000004
2018-2019,Eibar,2.0,1.0,Home,1.0
2018-2019,Eibar,1.0,1.3,Home,-0.30000000000000004
2018-2019,Eibar,1.0,0.8,Home,0.19999999999999996
2018-2019,Eibar,1.0,1.9,Home,-0.8999999999999999
2018-2019,Eibar,2.0,1.5,Home,0.5
2018-2019,Eibar,3.0,2.8,Home,0.20000000000000018
2018-2019,Eibar,4.0,4.2,Home,-0.20000000000000018
2018-2019,Eibar,1.0,1.6,Home,-0.6000000000000001
2018-2019,Eibar,0.0,1.8,Home,-1.8
2018-2019,Eibar,3.0,1.6,Home,1.4
2018-2019,Eibar,3.0,1.7,Home,1.3
2018-2019,Eibar,2.0,1.8,Home,0.19999999999999996
2018-2019,Eibar,1.0,2.5,Home,-1.5
2018-2019,Eibar,1.0,2.1,Home,-1.1
2018-2019,Eibar,2.0,1.6,Home,0.3999999999999999
2018-2019,Eibar,0.0,0.6,Home,-0.6
2018-2019,Eibar,1.0,0.7,Home,0.30000000000000004
2018-2019,Eibar,2.0,1.5,Home,0.5
2018-2019,Eibar,0.0,0.6,Away,-0.6
2018-2019,Eibar,1.0,1.3,Away,-0.30000000000000004
2018-2019,Eibar,0.0,0.3,Away,-0.3
2018-2019,Eibar,3.0,1.7,Away,1.3
2018-2019,Eibar,0.0,1.7,Away,-1.7
2018-2019,Eibar,0.0,1.1,Away,-1.1
2018-2019,Eibar,0.0,1.0,Away,-1.0
2018-2019,Eibar,1.0,2.3,Away,-1.2999999999999998
2018-2019,Eibar,0.0,0.9,Away,-0.9
2018-2019,Eibar,2.0,0.2,Away,1.8
2018-2019,Eibar,2.0,1.3,Away,0.7
2018-2019,Eibar,0.0,0.6,Away,-0.6
2018-2019,Eibar,1.0,2.4,Away,-1.4
2018-2019,Eibar,2.0,2.3,Away,-0.2999999999999998
2018-2019,Eibar,1.0,0.8,Away,0.19999999999999996
2018-2019,Eibar,1.0,1.5,Away,-0.5
2018-2019,Eibar,0.0,0.8,Away,-0.8
2018-2019,Eibar,1.0,1.3,Away,-0.30000000000000004
2018-2019,Eibar,0.0,0.3,Away,-0.3
2018-2019,Espanyol,2.0,1.3,Home,0.7
2018-2019,Espanyol,1.0,1.6,Home,-0.6000000000000001
2018-2019,Espanyol,1.0,0.9,Home,0.09999999999999998
2018-2019,Espanyol,3.0,2.4,Home,0.6000000000000001
2018-2019,Espanyol,1.0,1.5,Home,-0.5
2018-2019,Espanyol,1.0,2.4,Home,-1.4
2018-2019,Espanyol,0.0,1.1,Home,-1.1
2018-2019,Espanyol,1.0,0.6,Home,0.4
2018-2019,Espanyol,1.0,1.3,Home,-0.30000000000000004
2018-2019,Espanyol,2.0,1.1,Home,0.8999999999999999
2018-2019,Espanyol,2.0,2.0,Home,0.0
2018-2019,Espanyol,1.0,0.8,Home,0.19999999999999996
2018-2019,Espanyol,3.0,2.6,Home,0.3999999999999999
2018-2019,Espanyol,0.0,0.7,Home,-0.7
2018-2019,Espanyol,1.0,1.7,Home,-0.7
2018-2019,Espanyol,2.0,0.5,Home,1.5
2018-2019,Espanyol,1.0,2.2,Home,-1.2000000000000002
2018-2019,Espanyol,3.0,1.6,Home,1.4
2018-2019,Espanyol,2.0,1.4,Home,0.6000000000000001
2018-2019,Espanyol,1.0,0.6,Away,0.4
2018-2019,Espanyol,1.0,1.2,Away,-0.19999999999999996
2018-2019,Espanyol,0.0,0.4,Away,-0.4
2018-2019,Espanyol,2.0,1.5,Away,0.5
2018-2019,Espanyol,2.0,1.7,Away,0.30000000000000004
2018-2019,Espanyol,1.0,0.5,Away,0.5
2018-2019,Espanyol,1.0,0.8,Away,0.19999999999999996
2018-2019,Espanyol,0.0,1.1,Away,-1.1
2018-2019,Espanyol,0.0,0.8,Away,-0.8
2018-2019,Espanyol,2.0,2.1,Away,-0.10000000000000009
2018-2019,Espanyol,0.0,0.9,Away,-0.9
2018-2019,Espanyol,2.0,1.6,Away,0.3999999999999999
2018-2019,Espanyol,0.0,0.4,Away,-0.4
2018-2019,Espanyol,1.0,0.8,Away,0.19999999999999996
2018-2019,Espanyol,0.0,0.2,Away,-0.2
2018-2019,Espanyol,2.0,0.4,Away,1.6
2018-2019,Espanyol,2.0,2.1,Away,-0.10000000000000009
2018-2019,Espanyol,1.0,1.1,Away,-0.10000000000000009
2018-2019,Espanyol,2.0,3.3,Away,-1.2999999999999998
2018-2019,Everton,2.0,1.5,Home,0.5
2018-2019,Everton,1.0,0.8,Home,0.19999999999999996
2018-2019,Everton,1.0,1.4,Home,-0.3999999999999999
2018-2019,Everton,3.0,2.3,Home,0.7000000000000002
2018-2019,Everton,2.0,1.8,Home,0.19999999999999996
2018-2019,Everton,3.0,2.0,Home,1.0
2018-2019,Everton,1.0,2.1,Home,-1.1
2018-2019,Everton,1.0,1.8,Home,-0.8
2018-2019,Everton,2.0,1.7,Home,0.30000000000000004
2018-2019,Everton,2.0,0.9,Home,1.1
2018-2019,Everton,0.0,1.0,Home,-1.0
2018-2019,Everton,2.0,1.0,Home,1.0
2018-2019,Everton,1.0,1.2,Home,-0.19999999999999996
2018-2019,Everton,0.0,0.1,Home,-0.1
2018-2019,Everton,0.0,0.3,Home,-0.3
2018-2019,Everton,2.0,2.3,Home,-0.2999999999999998
2018-2019,Everton,1.0,2.4,Home,-1.4
2018-2019,Everton,4.0,1.6,Home,2.4
2018-2019,Everton,2.0,1.7,Home,0.30000000000000004
2018-2019,Everton,2.0,1.0,Away,1.0
2018-2019,Everton,2.0,0.6,Away,1.4
2018-2019,Everton,0.0,0.8,Away,-0.8
2018-2019,Everton,2.0,1.3,Away,0.7
2018-2019,Everton,1.0,1.8,Away,-0.8
2018-2019,Everton,0.0,0.3,Away,-0.3
2018-2019,Everton,0.0,1.1,Away,-1.1
2018-2019,Everton,1.0,1.5,Away,-0.5
2018-2019,Everton,5.0,1.5,Away,3.5
2018-2019,Everton,0.0,0.7,Away,-0.7
2018-2019,Everton,1.0,0.9,Away,0.09999999999999998
2018-2019,Everton,1.0,1.1,Away,-0.10000000000000009
2018-2019,Everton,0.0,0.7,Away,-0.7
2018-2019,Everton,3.0,1.0,Away,2.0
2018-2019,Everton,2.0,1.1,Away,0.8999999999999999
2018-2019,Everton,2.0,1.8,Away,0.19999999999999996
2018-2019,Everton,0.0,1.1,Away,-1.1
2018-2019,Everton,0.0,1.5,Away,-1.5
2018-2019,Everton,2.0,2.0,Away,0.0
2018-2019,Fulham,0.0,0.7,Home,-0.7
2018-2019,Fulham,4.0,1.3,Home,2.7
2018-2019,Fulham,1.0,1.7,Home,-0.7
2018-2019,Fulham,1.0,1.4,Home,-0.3999999999999999
2018-2019,Fulham,0.0,0.5,Home,-0.5
2018-2019,Fulham,3.0,1.3,Home,1.7
2018-2019,Fulham,1.0,1.4,Home,-0.3999999999999999
2018-2019,Fulham,0.0,1.3,Home,-1.3
2018-2019,Fulham,1.0,1.2,Home,-0.19999999999999996
2018-2019,Fulham,1.0,1.8,Home,-0.8
2018-2019,Fulham,1.0,0.9,Home,0.09999999999999998
2018-2019,Fulham,4.0,3.3,Home,0.7000000000000002
2018-2019,Fulham,0.0,2.2,Home,-2.2
2018-2019,Fulham,1.0,0.8,Home,0.19999999999999996
2018-2019,Fulham,1.0,1.1,Home,-0.10000000000000009
2018-2019,Fulham,0.0,0.5,Home,-0.5
2018-2019,Fulham,2.0,1.5,Home,0.5
2018-2019,Fulham,1.0,0.5,Home,0.5
2018-2019,Fulham,0.0,0.7,Home,-0.7
2018-2019,Fulham,1.0,1.6,Away,-0.6000000000000001
2018-2019,Fulham,2.0,1.6,Away,0.3999999999999999
2018-2019,Fulham,0.0,0.4,Away,-0.4
2018-2019,Fulham,0.0,0.5,Away,-0.5
2018-2019,Fulham,2.0,0.7,Away,1.3
2018-2019,Fulham,0.0,0.4,Away,-0.4
2018-2019,Fulham,0.0,0.5,Away,-0.5
2018-2019,Fulham,0.0,0.4,Away,-0.4
2018-2019,Fulham,1.0,1.2,Away,-0.19999999999999996
2018-2019,Fulham,0.0,0.2,Away,-0.2
2018-2019,Fulham,1.0,1.4,Away,-0.3999999999999999
2018-2019,Fulham,1.0,0.8,Away,0.19999999999999996
2018-2019,Fulham,0.0,0.6,Away,-0.6
2018-2019,Fulham,1.0,1.3,Away,-0.30000000000000004
2018-2019,Fulham,0.0,0.8,Away,-0.8
2018-2019,Fulham,1.0,0.2,Away,0.8
2018-2019,Fulham,1.0,1.6,Away,-0.6000000000000001
2018-2019,Fulham,1.0,2.5,Away,-1.5
2018-2019,Fulham,0.0,0.5,Away,-0.5
2018-2019,Getafe,2.0,1.4,Home,0.6000000000000001
2018-2019,Getafe,0.0,1.2,Home,-1.2
2018-2019,Getafe,0.0,0.6,Home,-0.6
2018-2019,Getafe,0.0,1.1,Home,-1.1
2018-2019,Getafe,2.0,2.2,Home,-0.20000000000000018
2018-2019,Getafe,0.0,1.5,Home,-1.5
2018-2019,Getafe,3.0,1.4,Home,1.6
2018-2019,Getafe,1.0,0.4,Home,0.6
2018-2019,Getafe,1.0,1.2,Home,-0.19999999999999996
2018-2019,Getafe,4.0,2.0,Home,2.0
2018-2019,Getafe,3.0,2.7,Home,0.2999999999999998
2018-2019,Getafe,2.0,1.3,Home,0.7
2018-2019,Getafe,2.0,1.4,Home,0.6000000000000001
2018-2019,Getafe,0.0,0.6,Home,-0.6
2018-2019,Getafe,1.0,1.3,Home,-0.30000000000000004
2018-2019,Getafe,3.0,2.9,Home,0.10000000000000009
2018-2019,Getafe,0.0,0.6,Home,-0.6
2018-2019,Getafe,2.0,2.0,Home,0.0
2018-2019,Getafe,2.0,2.3,Home,-0.2999999999999998
2018-2019,Getafe,0.0,0.2,Away,-0.2
2018-2019,Getafe,2.0,1.9,Away,0.10000000000000009
2018-2019,Getafe,1.0,1.1,Away,-0.10000000000000009
2018-2019,Getafe,1.0,1.2,Away,-0.19999999999999996
2018-2019,Getafe,2.0,0.5,Away,1.5
2018-2019,Getafe,1.0,0.5,Away,0.5
2018-2019,Getafe,1.0,2.0,Away,-1.0
2018-2019,Getafe,1.0,0.9,Away,0.09999999999999998
2018-2019,Getafe,1.0,0.6,Away,0.4
2018-2019,Getafe,2.0,0.9,Away,1.1
2018-2019,Getafe,0.0,0.3,Away,-0.3
2018-2019,Getafe,0.0,0.4,Away,-0.4
2018-2019,Getafe,2.0,0.7,Away,1.3
2018-2019,Getafe,2.0,1.6,Away,0.3999999999999999
2018-2019,Getafe,0.0,0.5,Away,-0.5
2018-2019,Getafe,1.0,1.5,Away,-0.5
2018-2019,Getafe,2.0,1.6,Away,0.3999999999999999
2018-2019,Getafe,1.0,0.6,Away,0.4
2018-2019,Getafe,0.0,1.2,Away,-1.2
2018-2019,Girona,0.0,0.7,Home,-0.7
2018-2019,Girona,1.0,0.4,Home,0.6
2018-2019,Girona,3.0,1.7,Home,1.3
2018-2019,Girona,0.0,0.8,Home,-0.8
2018-2019,Girona,2.0,1.2,Home,0.8
2018-2019,Girona,2.0,2.4,Home,-0.3999999999999999
2018-2019,Girona,0.0,0.4,Home,-0.4
2018-2019,Girona,1.0,1.5,Home,-0.5
2018-2019,Girona,1.0,1.4,Home,-0.3999999999999999
2018-2019,Girona,1.0,0.6,Home,0.4
2018-2019,Girona,0.0,1.3,Home,-1.3
2018-2019,Girona,0.0,1.4,Home,-1.4
2018-2019,Girona,0.0,1.0,Home,-1.0
2018-2019,Girona,2.0,2.3,Home,-0.2999999999999998
2018-2019,Girona,1.0,0.4,Home,0.6
2018-2019,Girona,1.0,1.5,Home,-0.5
2018-2019,Girona,0.0,1.3,Home,-1.3
2018-2019,Girona,1.0,1.0,Home,0.0
2018-2019,Girona,1.0,1.9,Home,-0.8999999999999999
2018-2019,Girona,1.0,1.0,Away,0.0
2018-2019,Girona,2.0,1.5,Away,0.5
2018-2019,Girona,1.0,1.7,Away,-0.7
2018-2019,Girona,0.0,0.9,Away,-0.9
2018-2019,Girona,1.0,0.3,Away,0.7
2018-2019,Girona,3.0,2.2,Away,0.7999999999999998
2018-2019,Girona,0.0,0.2,Away,-0.2
2018-2019,Girona,0.0,1.0,Away,-1.0
2018-2019,Girona,2.0,1.4,Away,0.6000000000000001
2018-2019,Girona,2.0,0.8,Away,1.2
2018-2019,Girona,0.0,0.2,Away,-0.2
2018-2019,Girona,2.0,2.6,Away,-0.6000000000000001
2018-2019,Girona,2.0,1.3,Away,0.7
2018-2019,Girona,2.0,1.5,Away,0.5
2018-2019,Girona,0.0,0.8,Away,-0.8
2018-2019,Girona,1.0,0.4,Away,0.6
2018-2019,Girona,0.0,0.6,Away,-0.6
2018-2019,Girona,0.0,0.7,Away,-0.7
2018-2019,Girona,1.0,1.0,Away,0.0
2018-2019,Huddersfield,0.0,0.3,Home,-0.3
2018-2019,Huddersfield,0.0,0.2,Home,-0.2
2018-2019,Huddersfield,0.0,0.9,Home,-0.9
2018-2019,Huddersfield,0.0,0.4,Home,-0.4
2018-2019,Huddersfield,0.0,0.7,Home,-0.7
2018-2019,Huddersfield,1.0,0.6,Home,0.4
2018-2019,Huddersfield,1.0,1.1,Home,-0.10000000000000009
2018-2019,Huddersfield,1.0,0.6,Home,0.4
2018-2019,Huddersfield,0.0,0.8,Home,-0.8
2018-2019,Huddersfield,1.0,0.8,Home,0.19999999999999996
2018-2019,Huddersfield,1.0,0.9,Home,0.09999999999999998
2018-2019,Huddersfield,0.0,0.9,Home,-0.9
2018-2019,Huddersfield,0.0,0.7,Home,-0.7
2018-2019,Huddersfield,1.0,1.6,Home,-0.6000000000000001
2018-2019,Huddersfield,1.0,1.6,Home,-0.6000000000000001
2018-2019,Huddersfield,0.0,0.3,Home,-0.3
2018-2019,Huddersfield,1.0,1.7,Home,-0.7
2018-2019,Huddersfield,1.0,1.0,Home,0.0
2018-2019,Huddersfield,1.0,1.0,Home,0.0
2018-2019,Huddersfield,1.0,0.7,Away,0.30000000000000004
2018-2019,Huddersfield,1.0,0.4,Away,0.6
2018-2019,Huddersfield,1.0,0.7,Away,0.30000000000000004
2018-2019,Huddersfield,1.0,1.0,Away,0.0
2018-2019,Huddersfield,0.0,0.5,Away,-0.5
2018-2019,Huddersfield,2.0,0.7,Away,1.3
2018-2019,Huddersfield,1.0,1.8,Away,-0.8
2018-2019,Huddersfield,0.0,0.3,Away,-0.3
2018-2019,Huddersfield,1.0,1.1,Away,-0.10000000000000009
2018-2019,Huddersfield,0.0,0.4,Away,-0.4
2018-2019,Huddersfield,0.0,0.5,Away,-0.5
2018-2019,Huddersfield,0.0,0.3,Away,-0.3
2018-2019,Huddersfield,0.0,0.2,Away,-0.2
2018-2019,Huddersfield,0.0,0.2,Away,-0.2
2018-2019,Huddersfield,3.0,1.0,Away,2.0
2018-2019,Huddersfield,0.0,1.1,Away,-1.1
2018-2019,Huddersfield,0.0,0.8,Away,-0.8
2018-2019,Huddersfield,0.0,0.2,Away,-0.2
2018-2019,Huddersfield,1.0,0.7,Away,0.30000000000000004
2018-2019,Huesca,0.0,1.7,Home,-1.7
2018-2019,Huesca,0.0,0.6,Home,-0.6
2018-2019,Huesca,1.0,1.5,Home,-0.5
2018-2019,Huesca,0.0,0.4,Home,-0.4
2018-2019,Huesca,1.0,1.3,Home,-0.30000000000000004
2018-2019,Huesca,2.0,2.8,Home,-0.7999999999999998
2018-2019,Huesca,0.0,1.2,Home,-1.2
2018-2019,Huesca,2.0,4.2,Home,-2.2
2018-2019,Huesca,2.0,1.5,Home,0.5
2018-2019,Huesca,0.0,1.3,Home,-1.3
2018-2019,Huesca,4.0,1.9,Home,2.1
2018-2019,Huesca,0.0,1.2,Home,-1.2
2018-2019,Huesca,2.0,1.0,Home,1.0
2018-2019,Huesca,1.0,1.5,Home,-0.5
2018-2019,Huesca,3.0,3.3,Home,-0.2999999999999998
2018-2019,Huesca,0.0,0.2,Home,-0.2
2018-2019,Huesca,2.0,1.0,Home,1.0
2018-2019,Huesca,2.0,3.1,Home,-1.1
2018-2019,Huesca,2.0,0.9,Home,1.1
2018-2019,Huesca,2.0,1.7,Away,0.30000000000000004
2018-2019,Huesca,2.0,0.3,Away,1.7
2018-2019,Huesca,2.0,1.7,Away,0.30000000000000004
2018-2019,Huesca,0.0,0.9,Away,-0.9
2018-2019,Huesca,0.0,0.6,Away,-0.6
2018-2019,Huesca,1.0,0.8,Away,0.19999999999999996
2018-2019,Huesca,1.0,0.9,Away,0.09999999999999998
2018-2019,Huesca,0.0,1.2,Away,-1.2
2018-2019,Huesca,1.0,2.3,Away,-1.2999999999999998
2018-2019,Huesca,0.0,0.5,Away,-0.5
2018-2019,Huesca,0.0,0.4,Away,-0.4
2018-2019,Huesca,2.0,0.6,Away,1.4
2018-2019,Huesca,1.0,0.8,Away,0.19999999999999996
2018-2019,Huesca,1.0,0.9,Away,0.09999999999999998
2018-2019,Huesca,2.0,1.7,Away,0.30000000000000004
2018-2019,Huesca,2.0,1.3,Away,0.7
2018-2019,Huesca,0.0,1.1,Away,-1.1
2018-2019,Huesca,1.0,1.4,Away,-0.3999999999999999
2018-2019,Huesca,1.0,1.3,Away,-0.30000000000000004
2018-2019,Leganés,2.0,1.7,Home,0.30000000000000004
2018-2019,Leganés,0.0,1.4,Home,-1.4
2018-2019,Leganés,2.0,1.1,Home,0.8999999999999999
2018-2019,Leganés,1.0,0.9,Home,0.09999999999999998
2018-2019,Leganés,1.0,1.3,Home,-0.30000000000000004
2018-2019,Leganés,1.0,0.9,Home,0.09999999999999998
2018-2019,Leganés,1.0,1.7,Home,-0.7
2018-2019,Leganés,1.0,1.3,Home,-0.30000000000000004
2018-2019,Leganés,1.0,2.0,Home,-1.0
2018-2019,Leganés,2.0,0.7,Home,1.3
2018-2019,Leganés,3.0,1.6,Home,1.4
2018-2019,Leganés,1.0,1.8,Home,-0.8
2018-2019,Leganés,1.0,1.9,Home,-0.8999999999999999
2018-2019,Leganés,0.0,0.6,Home,-0.6
2018-2019,Leganés,1.0,1.7,Home,-0.7
2018-2019,Leganés,1.0,0.6,Home,0.4
2018-2019,Leganés,0.0,0.6,Home,-0.6
2018-2019,Leganés,0.0,0.5,Home,-0.5
2018-2019,Leganés,0.0,0.7,Home,-0.7
2018-2019,Leganés,1.0,1.0,Away,0.0
2018-2019,Leganés,1.0,1.1,Away,-0.10000000000000009
2018-2019,Leganés,0.0,0.3,Away,-0.3
2018-2019,Leganés,0.0,0.5,Away,-0.5
2018-2019,Leganés,1.0,1.0,Away,0.0
2018-2019,Leganés,0.0,1.4,Away,-1.4
2018-2019,Leganés,0.0,1.1,Away,-1.1
2018-2019,Leganés,4.0,1.7,Away,2.3
2018-2019,Leganés,0.0,0.7,Away,-0.7
2018-2019,Leganés,0.0,0.4,Away,-0.4
2018-2019,Leganés,1.0,0.9,Away,0.09999999999999998
2018-2019,Leganés,2.0,1.3,Away,0.7
2018-2019,Leganés,0.0,1.2,Away,-1.2
2018-2019,Leganés,0.0,0.1,Away,-0.1
2018-2019,Leganés,2.0,1.3,Away,0.7
2018-2019,Leganés,1.0,0.9,Away,0.09999999999999998
2018-2019,Leganés,1.0,1.2,Away,-0.19999999999999996
2018-2019,Leganés,3.0,0.9,Away,2.1
2018-2019,Leganés,1.0,0.9,Away,0.09999999999999998
2018-2019,Leicester City,2.0,0.2,Home,1.8
2018-2019,Leicester City,1.0,1.0,Home,0.0
2018-2019,Leicester City,3.0,1.7,Home,1.3
2018-2019,Leicester City,1.0,0.9,Home,0.09999999999999998
2018-2019,Leicester City,1.0,1.7,Home,-0.7
2018-2019,Leicester City,0.0,1.8,Home,-1.8
2018-2019,Leicester City,2.0,1.3,Home,0.7
2018-2019,Leicester City,0.0,0.4,Home,-0.4
2018-2019,Leicester City,2.0,1.3,Home,0.7
2018-2019,Leicester City,0.0,1.8,Home,-1.8
2018-2019,Leicester City,1.0,1.7,Home,-0.7
2018-2019,Leicester City,0.0,1.5,Home,-1.5
2018-2019,Leicester City,1.0,1.2,Home,-0.19999999999999996
2018-2019,Leicester City,2.0,1.8,Home,0.19999999999999996
2018-2019,Leicester City,3.0,2.0,Home,1.0
2018-2019,Leicester City,2.0,1.3,Home,0.7
2018-2019,Leicester City,0.0,1.0,Home,-1.0
2018-2019,Leicester City,3.0,3.3,Home,-0.2999999999999998
2018-2019,Leicester City,0.0,0.4,Home,-0.4
2018-2019,Leicester City,1.0,1.8,Away,-0.8
2018-2019,Leicester City,2.0,0.6,Away,1.4
2018-2019,Leicester City,2.0,2.3,Away,-0.2999999999999998
2018-2019,Leicester City,2.0,1.3,Away,0.7
2018-2019,Leicester City,1.0,0.5,Away,0.5
2018-2019,Leicester City,1.0,2.1,Away,-1.1
2018-2019,Leicester City,1.0,1.2,Away,-0.19999999999999996
2018-2019,Leicester City,1.0,1.2,Away,-0.19999999999999996
2018-2019,Leicester City,0.0,1.0,Away,-1.0
2018-2019,Leicester City,1.0,0.5,Away,0.5
2018-2019,Leicester City,1.0,0.6,Away,0.4
2018-2019,Leicester City,3.0,1.9,Away,1.1
2018-2019,Leicester City,1.0,1.1,Away,-0.10000000000000009
2018-2019,Leicester City,1.0,3.3,Away,-2.3
2018-2019,Leicester City,1.0,0.9,Away,0.09999999999999998
2018-2019,Leicester City,2.0,0.9,Away,1.1
2018-2019,Leicester City,4.0,3.5,Away,0.5
2018-2019,Leicester City,2.0,0.9,Away,1.1
2018-2019,Leicester City,0.0,0.5,Away,-0.5
2018-2019,Levante,1.0,1.9,Home,-0.8999999999999999
2018-2019,Levante,2.0,1.6,Home,0.3999999999999999
2018-2019,Levante,2.0,2.3,Home,-0.2999999999999998
2018-2019,Levante,2.0,1.6,Home,0.3999999999999999
2018-2019,Levante,2.0,1.3,Home,0.7
2018-2019,Levante,1.0,1.3,Home,-0.30000000000000004
2018-2019,Levante,3.0,1.9,Home,1.1
2018-2019,Levante,0.0,1.0,Home,-1.0
2018-2019,Levante,2.0,1.6,Home,0.3999999999999999
2018-2019,Levante,2.0,1.5,Home,0.5
2018-2019,Levante,0.0,0.6,Home,-0.6
2018-2019,Levante,1.0,1.2,Home,-0.19999999999999996
2018-2019,Levante,0.0,1.1,Home,-1.1
2018-2019,Levante,2.0,1.0,Home,1.0
2018-2019,Levante,2.0,2.4,Home,-0.3999999999999999
2018-2019,Levante,2.0,1.8,Home,0.19999999999999996
2018-2019,Levante,4.0,1.4,Home,2.6
2018-2019,Levante,4.0,2.8,Home,1.2000000000000002
2018-2019,Levante,2.0,2.7,Home,-0.7000000000000002
2018-2019,Levante,3.0,2.5,Away,0.5
2018-2019,Levante,0.0,0.8,Away,-0.8
2018-2019,Levante,1.0,0.8,Away,0.19999999999999996
2018-2019,Levante,1.0,1.0,Away,0.0
2018-2019,Levante,2.0,2.0,Away,0.0
2018-2019,Levante,1.0,0.5,Away,0.5
2018-2019,Levante,2.0,1.0,Away,1.0
2018-2019,Levante,4.0,2.2,Away,1.7999999999999998
2018-2019,Levante,1.0,1.0,Away,0.0
2018-2019,Levante,0.0,0.7,Away,-0.7
2018-2019,Levante,0.0,0.9,Away,-0.9
2018-2019,Levante,0.0,0.3,Away,-0.3
2018-2019,Levante,4.0,2.8,Away,1.2000000000000002
2018-2019,Levante,0.0,1.5,Away,-1.5
2018-2019,Levante,1.0,1.3,Away,-0.30000000000000004
2018-2019,Levante,2.0,1.5,Away,0.5
2018-2019,Levante,1.0,0.3,Away,0.7
2018-2019,Levante,0.0,1.0,Away,-1.0
2018-2019,Levante,2.0,0.7,Away,1.3
2018-2019,Liverpool,4.0,4.0,Home,0.0
2018-2019,Liverpool,1.0,1.6,Home,-0.6000000000000001
2018-2019,Liverpool,3.0,1.7,Home,1.3
2018-2019,Liverpool,0.0,0.4,Home,-0.4
2018-2019,Liverpool,4.0,2.4,Home,1.6
2018-2019,Liverpool,2.0,1.8,Home,0.19999999999999996
2018-2019,Liverpool,1.0,2.9,Home,-1.9
2018-2019,Liverpool,3.0,2.5,Home,0.5
2018-2019,Liverpool,4.0,2.9,Home,1.1
2018-2019,Liverpool,5.0,3.8,Home,1.2000000000000002
2018-2019,Liverpool,4.0,2.6,Home,1.4
2018-2019,Liverpool,1.0,0.6,Home,0.4
2018-2019,Liverpool,3.0,2.0,Home,1.0
2018-2019,Liverpool,5.0,1.9,Home,3.1
2018-2019,Liverpool,4.0,4.0,Home,0.0
2018-2019,Liverpool,2.0,1.0,Home,1.0
2018-2019,Liverpool,2.0,1.2,Home,0.8
2018-2019,Liverpool,5.0,3.1,Home,1.9
2018-2019,Liverpool,2.0,1.6,Home,0.3999999999999999
2018-2019,Liverpool,2.0,2.6,Away,-0.6000000000000001
2018-2019,Liverpool,2.0,1.0,Away,1.0
2018-2019,Liverpool,2.0,2.6,Away,-0.6000000000000001
2018-2019,Liverpool,1.0,1.6,Away,-0.6000000000000001
2018-2019,Liverpool,1.0,0.6,Away,0.4
2018-2019,Liverpool,1.0,1.3,Away,-0.30000000000000004
2018-2019,Liverpool,3.0,1.2,Away,1.8
2018-2019,Liverpool,3.0,2.4,Away,0.6000000000000001
2018-2019,Liverpool,4.0,1.6,Away,2.4
2018-2019,Liverpool,2.0,1.9,Away,0.10000000000000009
2018-2019,Liverpool,1.0,1.5,Away,-0.5
2018-2019,Liverpool,1.0,2.0,Away,-1.0
2018-2019,Liverpool,1.0,1.1,Away,-0.10000000000000009
2018-2019,Liverpool,0.0,0.5,Away,-0.5
2018-2019,Liverpool,0.0,1.1,Away,-1.1
2018-2019,Liverpool,2.0,2.6,Away,-0.6000000000000001
2018-2019,Liverpool,3.0,1.9,Away,1.1
2018-2019,Liverpool,2.0,3.0,Away,-1.0
2018-2019,Liverpool,3.0,1.2,Away,1.8
2018-2019,Manchester City,6.0,4.2,Home,1.7999999999999998
2018-2019,Manchester City,2.0,2.0,Home,0.0
2018-2019,Manchester City,3.0,4.8,Home,-1.7999999999999998
2018-2019,Manchester City,2.0,2.7,Home,-0.7000000000000002
2018-2019,Manchester City,5.0,4.0,Home,1.0
2018-2019,Manchester City,6.0,2.2,Home,3.8
2018-2019,Manchester City,3.0,1.9,Home,1.1
2018-2019,Manchester City,3.0,2.6,Home,0.3999999999999999
2018-2019,Manchester City,3.0,1.7,Home,1.3
2018-2019,Manchester City,2.0,1.5,Home,0.5
2018-2019,Manchester City,2.0,1.1,Home,0.8999999999999999
